,winner_name,w_ace,w_1stIn,w_df,w_1stWon,w_bpFaced,winner_rank,winner_id,year
265,Arnaud Clement,2.0,30.0,1.0,21.0,4.0,55.0,1,2006
266,Ruben Ramirez Hidalgo,3.5789473684210527,46.0,1.894736842105263,33.26315789473684,5.894736842105263,55.0,19,2006
267,Hyung Taik Lee,,,,,,58.0,1,2006
268,Paul Goldstein,1.0,43.333333333333336,1.0,30.333333333333332,3.3333333333333335,64.0,3,2006
269,Philipp Kohlschreiber,6.0,45.6,1.9,34.9,4.5,65.0,10,2006
270,Bjorn Phau,2.8333333333333335,40.0,1.8333333333333333,28.333333333333332,5.666666666666667,65.0,6,2006
271,Gilles Muller,9.666666666666666,39.0,1.3333333333333333,30.333333333333332,4.666666666666667,66.0,3,2006
272,Robin Vik,3.0,46.8,3.0,30.8,7.4,67.0,5,2006
273,Tim Henman,5.666666666666667,61.666666666666664,1.6666666666666667,45.0,7.0,70.0,3,2006
274,Juan Monaco,2.0,43.22222222222222,1.6666666666666667,28.77777777777778,4.444444444444445,72.0,9,2006
275,Lukas Dlouhy,5.4,65.4,3.2,45.0,8.2,73.0,6,2006
276,Rainer Schuettler,1.5,40.5,3.0,30.5,5.0,75.0,2,2006
277,Andrei Pavel,3.25,38.5,0.75,28.25,2.0,75.0,6,2006
278,Albert Montanes,3.875,33.5,2.75,25.125,4.375,75.0,8,2006
279,Vincent Spadea,2.0,19.5,0.5,14.5,3.0,76.0,2,2006
280,Simon Greul,2.0,42.0,4.333333333333333,31.333333333333332,7.0,76.0,3,2006
